quarter,down,yardsToGo,possessionTeam,defensiveTeam,absoluteYardlineNumber,offenseFormation,playAction,dropbackType,qbSneak,yardsGained,pff_passCoverage,pff_coverage,leftReceivers,rightReceivers,secondsRemainingInQuarter,offense_mean_yards,defense_mean_allowed,log_matchup_ratio
4,1,10,NE,IND,64,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,411,6.7317073170731705,4.979274611398964,0.19854179854721027
2,3,10,SF,CAR,80,Shotgun,False,Traditional,,5,Cover-2,Zone,2,2,113,5.988571428571428,5.412844036697248,0.06619432388048004
4,1,10,IND,HOU,90,Shotgun,False,Other,False,7,Quarters,Zone,2,2,589,4.40952380952381,6.048648648648649,-0.19984920305483933
1,2,6,LV,LAC,36,Shotgun,False,Traditional,,0,Cover-2,Zone,2,2,254,6.35754189944134,6.852564102564102,-0.051549087132149216
4,1,10,DAL,NYG,35,Singleback,False,Other,False,3,Cover-1,Man,2,2,217,5.216216216216216,4.96319018404908,0.0312800845701545
2,3,4,PHI,HOU,106,Pistol,False,Other,False,4,Red Zone,Zone,2,2,277,5.988304093567251,6.053763440860215,-0.007256332444362044
4,1,15,DEN,IND,73,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,900,4.8138297872340425,4.953608247422681,-0.017730475457671164
4,1,10,KC,BUF,40,Shotgun,False,Scramble,,0,Cover-2,Zone,3,1,56,6.358288770053476,4.8580246913580245,0.17472714593535668
1,1,15,KC,TB,97,Shotgun,False,Traditional,,13,Cover-6 Right,Zone,2,2,122,6.324468085106383,4.721393034825871,0.1886470848760354
4,3,5,NYJ,BAL,98,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,93,5.009950248756219,5.747572815533981,-0.08809169840468331
3,2,6,ARI,KC,70,Shotgun,False,Traditional,,8,Cover-2,Zone,2,2,154,4.716346153846154,4.834224598930481,-0.015160944833854958
2,1,10,DAL,CHI,85,Shotgun,False,Traditional,,0,Cover-6 Right,Zone,3,1,40,5.204301075268817,5.714975845410628,-0.060384354941450454
1,2,10,MIN,ARI,59,Shotgun,False,Traditional,,28,Cover 6-Left,Blitz,2,2,711,5.030927835051546,6.590697674418605,-0.17749352858006137
3,1,10,CLE,NYJ,41,Singleback,False,Scramble,,30,Cover-3,Zone,2,2,774,5.401129943502825,4.344660194174757,0.13439263464409862
3,1,10,DAL,DET,81,Singleback,False,Other,False,18,Quarters,Zone,2,2,763,5.176470588235294,6.783505154639175,-0.17943719085347307
3,1,5,PIT,CLE,46,Singleback,False,Other,False,4,Cover-3,Zone,3,1,824,4.734806629834254,5.379518072289157,-0.08005989933516232
2,1,6,GB,TB,104,Shotgun,False,Traditional,,6,Red Zone,Zone,2,2,527,5.460176991150442,4.762376237623762,0.0860815695785297
2,3,6,ARI,CAR,41,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,743,4.732057416267943,5.410958904109589,-0.08416047900417659
2,2,10,WAS,PHI,35,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,173,4.539130434782609,4.366120218579235,0.02321570355569252
2,1,10,ATL,LA,35,Shotgun,False,Traditional,,19,Cover-3,Zone,3,1,14,5.021621621621621,5.343373493975903,-0.039327022000943054
4,1,10,MIA,NYJ,38,Shotgun,False,Traditional,,11,Quarters,Zone,2,2,121,5.876288659793815,4.468599033816425,0.17267604757391664
4,2,11,CLE,NYJ,86,Shotgun,False,Other,False,9,Quarters,Zone,3,1,821,5.53932584269663,4.5,0.12977901054983992
4,2,15,DEN,IND,73,I-Form,False,Other,False,2,Cover-3,Zone,2,1,896,4.788359788359788,4.9282051282051285,-0.017796381824871182
1,3,10,NYG,CAR,88,Shotgun,False,Traditional,,4,Cover-2,Zone,3,1,809,4.810055865921788,5.386363636363637,-0.07119487557154021
2,3,1,WAS,GB,69,Pistol,True,Traditional,,6,Cover-3,Zone,2,2,553,4.51948051948052,5.239583333333333,-0.09145269733541225
2,2,6,DAL,CIN,36,Singleback,False,Other,False,2,Cover-1,Man,3,1,279,5.24468085106383,4.671361502347418,0.07207411924355547
4,3,1,NYG,JAX,80,Singleback,False,Other,False,6,Cover-3,Zone,2,2,598,4.805555555555555,5.245283018867925,-0.0548055370010069
2,3,3,LAC,HOU,74,Shotgun,False,Traditional,,14,Cover-1,Man,2,2,450,6.021164021164021,6.042780748663102,-0.002393356856044171
2,1,10,IND,TEN,74,Shotgun,False,Traditional,,9,Cover-2,Zone,3,1,84,4.421800947867299,5.119496855345912,-0.08984642239604362
3,2,1,NE,NYJ,105,Singleback,False,Other,False,0,Cover-1,Man,2,1,783,6.699029126213592,4.521531100478469,0.2542560096974893
4,1,10,TB,KC,53,Shotgun,False,Traditional,,1,Cover 6-Left,Blitz,2,2,601,4.812785388127854,4.851063829787234,-0.004887497006674973
2,2,8,DAL,LA,83,Empty,False,Traditional,,16,Cover-3,Zone,3,2,529,5.227513227513228,5.425149700598802,-0.0237374294416324
1,2,8,HOU,IND,37,Shotgun,False,Other,False,3,Quarters,Zone,3,1,282,4.543624161073826,4.913265306122449,-0.04783776705345997
2,1,10,HOU,PHI,61,Pistol,False,Traditional,,0,Quarters,Zone,2,2,694,4.533333333333333,4.342391304347826,0.025673030354823233
1,2,10,WAS,TEN,53,Shotgun,False,Traditional,,11,Cover-2,Zone,3,1,165,4.525862068965517,5.14375,-0.07890537699460597
1,1,10,SF,SEA,99,I-Form,False,Other,False,8,Cover 6-Left,Blitz,2,1,353,5.982954545454546,4.625592417061611,0.16381878902420458
2,1,10,TEN,IND,53,Singleback,False,Other,False,23,Cover-3,Zone,2,2,299,4.9520547945205475,4.903553299492386,0.006117915350128308
2,1,10,DEN,NYJ,97,Shotgun,False,Traditional,,45,Cover-1,Man,2,2,511,4.773684210526316,4.5,0.03584118044023146
4,3,5,LAC,LV,40,Shotgun,False,Scramble,,0,Cover-1,Man,2,2,900,6.063157894736842,6.123529411764705,-0.006639111838862618
4,3,9,NE,DET,94,Shotgun,True,Run,False,5,Cover-1,Man,3,1,350,6.666666666666667,6.841025641025641,-0.0178763924598871
2,3,10,BUF,NYJ,53,Shotgun,False,Scramble,False,6,2-Man,Man,3,1,10,6.567901234567901,4.691943127962086,0.21824038966233056
4,3,4,CHI,NYG,43,Shotgun,False,Traditional,,-5,Prevent,Blitz,3,1,3,5.169398907103825,4.951219512195122,0.027070011603278654
4,1,10,TB,NO,39,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,405,4.795454545454546,5.98989898989899,-0.14256076525606828
3,1,10,CHI,DAL,35,I-Form,True,Traditional,,-11,Cover-3,Zone,1,1,411,5.114130434782608,4.317365269461078,0.1033566857765938
4,2,9,ARI,NO,26,Pistol,True,Traditional,,0,Quarters,Zone,2,1,819,4.70952380952381,5.959798994974874,-0.15029133397838873
4,3,5,GB,DET,58,Shotgun,False,Traditional,,3,Cover-1,Man,3,1,85,5.462555066079295,6.831632653061225,-0.14995383098647347
2,4,3,JAX,NYG,60,Shotgun,False,Traditional,,0,Prevent,Blitz,2,2,8,6.406976744186046,4.890909090909091,0.1757402310889965
4,3,12,LAC,JAX,44,Shotgun,False,Traditional,,13,Quarters,Zone,2,2,78,6.031413612565445,5.248826291079812,0.0906379579317019
3,2,9,PIT,CLE,36,Shotgun,True,Run,False,6,Cover-3 Seam,Zone,3,1,113,4.730769230769231,5.37125748502994,-0.07959572054567642
3,1,10,KC,TB,50,Shotgun,False,Other,False,8,Quarters,Zone,2,2,867,6.35978835978836,4.768472906403941,0.18634902740809117
2,1,10,ARI,LV,60,Shotgun,False,Other,False,6,Quarters,Zone,2,2,205,4.687203791469194,6.087719298245614,-0.16736683313024442
2,2,6,WAS,IND,73,Shotgun,False,Scramble,False,5,Cover-2,Zone,3,1,44,4.553648068669528,4.994949494949495,-0.05677938010518445
2,1,10,DEN,SEA,86,Shotgun,False,Traditional,,0,Cover 6-Left,Blitz,2,2,38,4.984293193717278,4.6415094339622645,0.04388109620387589
1,2,10,DAL,CIN,57,Shotgun,False,Traditional,,46,Cover-3,Zone,3,1,39,5.28421052631579,4.658878504672897,0.0784857733831767
1,1,10,CIN,NYJ,69,Shotgun,False,Other,False,3,Cover-3,Zone,2,2,50,6.013574660633484,4.69811320754717,0.15775643785838855
3,1,10,WAS,PHI,96,Shotgun,False,Traditional,,10,Cover-3,Zone,3,1,49,4.555555555555555,4.318918918918919,0.0318204908874746
1,2,8,JAX,HOU,65,Singleback,True,Traditional,,0,Cover-2,Zone,2,2,476,6.369942196531792,6.085106382978723,0.0308705090273062
2,2,8,DAL,CIN,37,Singleback,False,Other,False,4,Cover-1,Man,3,1,805,5.49738219895288,4.851162790697674,0.07909647306699503
4,1,10,BAL,TB,49,Shotgun,False,Other,False,40,Cover-3,Zone,3,1,287,5.404878048780488,4.784313725490196,0.07670159045676093
4,2,9,TEN,NYG,77,Singleback,True,Traditional,,8,Cover-3 Seam,Zone,3,1,435,5.074829931972789,4.86144578313253,0.026781269707787506
1,1,10,CHI,HOU,29,Singleback,False,Other,False,41,Cover-1,Man,3,1,601,5.027027027027027,6.052910052910053,-0.12027200443926998
4,1,10,CAR,CLE,30,Shotgun,True,Traditional,,26,Cover-3,Zone,2,2,134,4.565714285714286,5.375,-0.10162428959321401
2,1,10,LAC,JAX,71,Shotgun,False,Traditional,,0,Cover-3,Zone,2,2,761,6.067708333333333,5.285046728971962,0.09026725585219163
3,2,7,KC,TEN,63,Shotgun,True,Traditional,,5,Quarters,Zone,2,2,459,6.368421052631579,5.180124223602484,0.13563720335491544
4,1,10,MIN,PHI,69,Shotgun,False,Traditional,,6,Cover-3,Zone,3,1,185,5.148717948717949,4.349462365591398,0.10323341827086052
2,3,7,CLE,NE,61,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,483,5.558659217877095,5.203703703703703,0.04235781086805967
2,1,10,JAX,WAS,44,Shotgun,True,Traditional,,0,Cover-3 Seam,Zone,2,2,82,6.333333333333333,5.210810810810811,0.12814051469406382
3,2,10,NE,CHI,35,Shotgun,False,Traditional,,8,Cover-3 Cloud Right,Zone,3,1,178,6.658653846153846,5.6875,0.10596905107507673
1,2,1,SF,LA,74,Shotgun,False,Other,False,5,Cover-6 Right,Zone,3,1,753,5.994350282485875,5.488095238095238,0.057931998997205525
4,3,5,PIT,PHI,50,Empty,False,Traditional,,-11,Cover-3,Zone,3,2,608,4.737704918032787,4.358288770053476,0.05027770644579605
4,1,10,NYJ,NE,35,Shotgun,True,Traditional,,13,Cover-3,Zone,2,2,635,4.985148514851486,5.179723502304148,-0.024074961687123916
4,1,10,DAL,NYG,63,Singleback,False,Other,False,4,Cover 6-Left,Blitz,2,2,705,5.489583333333333,4.880239520958084,0.07448160408795333
1,2,10,CHI,MIA,90,Shotgun,False,Traditional,,0,Cover-0,Blitz,3,1,702,5.220430107526882,5.695454545454545,-0.05617787758098897
4,1,10,ARI,MIN,91,Shotgun,False,Traditional,,4,Cover-1,Man,2,2,271,4.693396226415095,5.885057471264368,-0.14400856711765705
2,1,10,DET,NE,35,Singleback,False,Other,False,2,Cover-3,Zone,2,2,206,5.4,5.215596330275229,0.02219736123346505
2,1,10,CLE,ATL,73,Singleback,True,Rollout,,8,Cover-1,Man,2,2,713,5.527777777777778,7.1066666666666665,-0.1698664263364767
4,4,1,LAC,KC,53,Shotgun,False,Traditional,,35,Bracket,Blitz,3,1,125,6.036269430051814,4.830687830687831,0.14319602979039894
4,1,2,MIN,WAS,108,Singleback,False,Other,False,-2,Red Zone,Zone,3,1,112,5.153061224489796,5.182795698924731,-0.0036403967213371638
1,1,10,BUF,KC,43,Shotgun,False,Other,False,8,Cover-2,Zone,2,2,715,6.564417177914111,4.989473684210527,0.17992474123495633
3,1,10,WAS,CHI,35,Shotgun,False,Other,False,4,Cover-3 Seam,Zone,2,2,895,4.578723404255319,5.698564593301436,-0.13781321965342372
5,1,10,GB,NE,82,Singleback,False,Other,False,4,Cover-3,Zone,3,1,152,5.451754385964913,5.200913242009133,0.030128513176264617
2,2,2,PIT,CLE,77,Singleback,False,Other,False,3,Cover-3,Zone,3,1,500,4.6521739130434785,5.497041420118343,-0.10472822958850855
1,2,8,CAR,LA,62,Shotgun,False,Traditional,,0,Cover 6-Left,Blitz,3,1,97,4.6875,5.485207100591716,-0.09872864864558384
1,1,10,GB,TB,43,Shotgun,False,Other,False,4,Quarters,Zone,3,1,397,5.445414847161572,4.95609756097561,0.059685034411767535
4,1,10,LV,JAX,85,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,63,6.322222222222222,5.26046511627907,0.12092011313649818
1,1,10,ARI,PHI,46,Shotgun,False,Traditional,,0,Cover-3,Zone,2,1,291,4.690140845070423,4.276595744680851,0.05527594857050592
3,1,10,JAX,PHI,29,Singleback,False,Other,False,3,Quarters,Zone,2,2,302,6.297142857142857,4.253968253968254,0.24815840820155924
3,2,1,KC,IND,95,Shotgun,False,Scramble,,0,Cover-3,Zone,2,2,651,6.361256544502618,4.994974874371859,0.15776628756294206
2,1,10,WAS,GB,40,Empty,False,Traditional,,0,Cover-6 Right,Zone,3,2,669,4.576271186440678,5.243523316062176,-0.08440666735766197
3,1,10,KC,BUF,58,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,785,6.328125,4.828220858895706,0.17529872585443365
4,3,5,WAS,TEN,34,Shotgun,False,Traditional,,8,Cover-1,Man,2,2,28,4.556962025316456,5.179012345679013,-0.07910212213404846
4,2,3,TB,LA,83,Shotgun,False,Other,False,1,Cover-6 Right,Zone,2,2,242,4.773755656108597,5.452941176470588,-0.08376102733045446
2,1,10,BUF,LA,42,Singleback,True,Traditional,,2,Cover 6-Left,Blitz,2,2,848,6.573170731707317,5.426900584795321,0.1275354026033132
3,1,15,ARI,LV,26,Shotgun,False,Traditional,,29,Cover-3,Zone,2,2,665,4.668224299065421,6.087209302325581,-0.1697827368127898
2,1,10,CAR,TB,75,Singleback,True,Rollout,,4,Quarters,Zone,2,2,612,4.661016949152542,4.951456310679611,-0.03721035016122896
1,1,10,CLE,CIN,94,Singleback,False,Other,False,6,Quarters,Zone,2,1,647,5.541436464088398,4.847222222222222,0.08476956503655615
2,2,6,DET,WAS,88,Singleback,False,Other,False,2,Cover-3,Zone,2,2,218,5.3812154696132595,5.159574468085107,0.026800922503507293
1,1,15,MIA,BUF,93,Empty,False,Traditional,,0,Cover 6-Left,Blitz,3,2,538,5.902564102564103,4.798780487804878,0.13237193110593815
4,1,10,TB,BAL,29,Shotgun,False,Traditional,,5,Quarters,Zone,3,1,75,4.756756756756757,5.719806763285024,-0.11703274590938192
1,1,10,WAS,MIN,85,Pistol,False,Other,False,1,Cover-3,Zone,3,1,557,4.571428571428571,5.8742857142857146,-0.15877604594768166
2,1,10,BUF,PIT,33,Shotgun,False,Traditional,,3,Cover-3 Seam,Zone,3,1,219,6.545454545454546,6.2176470588235295,0.03494526460209322
4,3,9,TEN,LV,48,Shotgun,False,Traditional,,8,Cover-1,Man,3,1,425,5.094594594594595,6.219653179190751,-0.13014088565932902
1,1,15,SF,LA,86,Empty,False,Traditional,,9,Cover-3,Zone,3,2,1,5.98876404494382,5.406976744186046,0.06691341663288522
2,1,10,WAS,JAX,94,Singleback,True,Traditional,,1,Cover-3,Zone,2,2,259,4.556485355648536,5.236111111111111,-0.08612207609599667
2,2,15,SF,KC,30,Shotgun,False,Traditional,,34,Cover-3 Seam,Zone,2,2,318,6.005586592178771,5.005235602094241,0.11774931159126552
4,3,4,TB,LA,66,Shotgun,False,Traditional,,7,Cover-3 Seam,Zone,3,1,594,4.757847533632287,5.427745664739884,-0.082824381547041
1,3,15,CHI,MIN,79,Empty,False,Traditional,,0,Quarters,Zone,3,2,375,5.192513368983957,5.846590909090909,-0.07681142530036125
1,3,2,ATL,SF,17,Pistol,False,Other,False,2,Cover-1,Man,2,1,592,5.096774193548387,4.460122699386503,0.08189385184713996
3,1,10,HOU,IND,67,Empty,False,Traditional,,0,Cover-3,Zone,3,2,31,4.503311258278146,4.97,-0.06034005298108957
2,2,10,LAC,KC,77,Shotgun,False,Traditional,,8,Cover-1,Man,3,1,685,6.185567010309279,5.15625,0.1188489169666223
2,3,1,JAX,LV,24,Shotgun,False,Other,False,13,Cover-3,Zone,3,1,336,6.278409090909091,6.2298850574712645,0.00524350150690796
2,1,10,MIN,CHI,65,Shotgun,False,Traditional,,9,2-Man,Man,3,1,15,5.116751269035533,5.690476190476191,-0.0682977349361451
3,2,7,IND,TEN,17,Singleback,True,Traditional,,7,Red Zone,Zone,3,1,451,4.460093896713615,5.196319018404908,-0.0941171283813796
5,1,10,IND,DEN,52,Singleback,False,Other,False,9,Cover-3,Zone,3,1,540,4.47196261682243,5.0,-0.06828382620044568
4,3,22,WAS,PHI,36,Empty,False,Traditional,,0,Cover-3 Seam,Zone,3,2,546,4.541666666666667,4.247368421052632,0.039804763580847856
4,1,10,HOU,PHI,63,Shotgun,True,Traditional,,0,Cover-3 Seam,Zone,2,2,552,4.473684210526316,4.225130890052356,0.03382271912424177
3,1,10,DEN,JAX,85,Shotgun,False,Traditional,,0,Cover-1,Man,3,1,126,4.958333333333333,5.216589861751152,-0.031935658725081174
2,1,10,PHI,JAX,45,Shotgun,True,Run,False,1,Cover-1,Man,2,2,180,5.976744186046512,5.192660550458716,0.09139853380090465
4,2,10,CAR,ARI,45,Shotgun,False,Traditional,,3,Cover-2,Zone,2,2,391,4.657303370786517,6.689814814814815,-0.23541537857113864
1,1,10,NYJ,NE,92,Shotgun,False,Other,False,5,Cover-2,Zone,2,1,896,5.024630541871921,5.195454545454545,-0.021064042095756196
2,3,3,SF,CHI,67,Shotgun,False,Traditional,,0,Prevent,Blitz,3,1,4,6.161111111111111,5.706161137440758,0.05093650852208849
4,2,10,NE,MIA,105,Shotgun,False,Traditional,,11,Cover-3,Zone,3,1,353,6.6650717703349285,5.669683257918552,0.10868625765914933
2,2,7,JAX,HOU,50,Singleback,True,Traditional,,0,Cover-2,Zone,3,1,535,6.31638418079096,6.2368421052631575,0.008574524397634339
1,2,6,BAL,BUF,33,Pistol,False,Other,False,9,Cover-1,Man,2,1,566,5.572815533980583,4.7696969696969695,0.09836502467958207
1,2,11,CHI,HOU,34,I-Form,True,Rollout,,11,Cover-3,Zone,2,1,865,5.164893617021277,6.204188481675392,-0.11981492534838806
2,2,6,IND,HOU,80,Shotgun,False,Traditional,,-7,Quarters,Zone,2,2,57,4.493023255813953,6.229166666666667,-0.20839635387727448
2,2,4,TB,DAL,15,I-Form,False,Other,False,1,Cover-1,Man,2,1,293,4.767857142857143,4.226190476190476,0.07228232883761486
4,1,10,LAC,CLE,53,Singleback,False,Other,False,3,Cover-3,Zone,2,2,789,6.194871794871795,5.482352941176471,0.08065801597567272
3,1,10,DAL,DET,92,Shotgun,False,Other,False,1,Cover-3,Zone,2,2,817,5.481865284974093,6.812182741116751,-0.14569433003515647
3,2,20,PHI,ARI,35,Shotgun,False,Traditional,,-1,Cover-3,Zone,2,2,688,5.9479768786127165,6.6728110599078345,-0.07789148987919793
4,1,10,CAR,CLE,35,Singleback,False,Traditional,,75,Quarters,Zone,3,1,373,4.648044692737431,5.4678362573099415,-0.10182497167841137
1,2,8,SF,CHI,48,Pistol,False,Other,False,5,Cover-2,Zone,2,1,89,6.12707182320442,5.679245283018868,0.050310335577628
1,2,2,GB,WAS,43,Empty,False,Traditional,,3,Cover-1,Man,3,2,863,5.439130434782609,5.142857142857143,0.03573814684378667
3,2,6,MIA,DET,24,Singleback,True,Rollout,,3,Cover-3,Zone,2,2,57,5.872448979591836,6.782828282828283,-0.09767775661164851
2,3,7,MIA,NE,30,Shotgun,False,Traditional,,11,Cover-3,Zone,3,1,689,5.8578680203045685,5.1945701357466065,0.07783433125679537
4,1,10,PHI,HOU,40,Shotgun,True,Scramble,,0,Cover-1,Man,2,2,792,5.908045977011494,6.160621761658031,-0.027959137403604086
2,2,3,IND,TEN,62,Shotgun,False,Other,False,6,Cover-1,Man,2,2,730,4.439814814814815,5.2073170731707314,-0.0981800991882306
2,1,10,SF,DEN,13,I-Form,False,Other,False,3,Cover-3,Zone,2,1,147,6.1208791208791204,5.0220994475138125,0.1283660001206987
4,1,10,ATL,NO,70,Singleback,False,Other,False,6,Cover-1,Man,3,1,127,5.080213903743315,5.93,-0.09999802591622639
4,1,10,MIN,GB,72,Shotgun,False,Other,False,4,Quarters,Zone,2,2,611,5.136363636363637,5.216494845360825,-0.009800345407135706
1,1,10,ARI,SEA,30,Singleback,False,Other,False,4,Cover-1,Man,3,1,292,4.78139534883721,4.619718309859155,0.020996265600413393
4,2,9,SEA,LAC,48,Other,False,Other,False,12,Cover-3,Zone,2,2,726,6.46067415730337,6.808917197452229,-0.03614823804386023
3,1,10,NE,BAL,83,Singleback,False,Other,False,0,Cover-6 Right,Zone,3,1,808,6.685714285714286,5.716346153846154,0.10545189187324024
2,1,10,IND,HOU,48,Shotgun,False,Traditional,,3,Cover-3,Zone,2,2,101,4.447004608294931,6.128865979381444,-0.20362954369984249
3,1,10,DEN,IND,76,Singleback,False,Traditional,,0,Cover-3,Zone,2,2,34,4.932642487046632,4.945273631840796,-0.0015910330023217842
2,1,10,NYG,JAX,89,Shotgun,False,Traditional,,0,Cover-1,Man,2,2,50,4.8121546961325965,5.17351598173516,-0.04521834250903235
3,1,10,LV,ARI,85,Singleback,False,Other,False,6,Cover-6 Right,Zone,2,2,363,6.287292817679558,6.637614678899083,-0.03702652808534457
3,2,8,LV,TEN,74,Shotgun,True,Rollout,,4,Quarters,Zone,3,1,700,6.285714285714286,5.212121212121212,0.12286583326928964
2,1,10,CLE,PIT,22,Empty,False,Traditional,,6,Cover-2,Zone,3,2,225,5.543956043956044,6.1988304093567255,-0.07385219235442586
2,1,10,LA,DAL,47,Shotgun,False,Scramble,,0,Cover-3 Seam,Zone,2,2,120,5.094117647058823,4.207100591715976,0.11607081768518453
4,1,10,BUF,BAL,62,Shotgun,False,Scramble,False,7,Cover-3 Seam,Zone,2,1,173,6.524096385542169,5.688995215311005,0.09176772147396935
3,3,8,DET,WAS,44,Shotgun,False,Traditional,,7,Cover-3,Zone,3,1,496,5.362637362637362,5.131578947368421,0.028018727377786296
1,3,1,TEN,IND,73,Shotgun,True,Rollout,False,8,Cover-3,Zone,2,2,492,5.114093959731544,4.920792079207921,0.024111327827365137
3,2,6,SEA,ARI,101,Shotgun,False,Rollout,,0,Red Zone,Zone,3,1,175,6.4916201117318435,6.634703196347032,-0.0149621776931898
4,2,2,PIT,TB,77,Shotgun,False,Other,False,-13,Cover-1,Man,3,1,231,4.643243243243243,4.946859903381642,-0.038954838558620954
2,2,9,KC,SF,45,Shotgun,False,Rollout,,10,Cover-3,Zone,3,1,474,6.295336787564767,4.445121951219512,0.22195375395674383
3,1,10,DEN,NYJ,79,Shotgun,False,Other,False,7,Quarters,Zone,3,1,359,4.907216494845361,4.690140845070423,0.02783671702053274
3,2,9,CIN,ATL,63,Empty,False,Traditional,,24,Cover-1,Man,3,2,404,6.0,7.110619469026549,-0.11636170230939888
2,1,10,HOU,PHI,23,Shotgun,False,Scramble,,13,Quarters,Zone,3,1,43,4.444444444444445,4.203125,0.03295307341722201
4,2,4,SEA,NYG,68,Singleback,True,Rollout,,12,Cover-2,Zone,2,2,612,6.455555555555556,4.875,0.18290923107903187
4,4,16,HOU,LAC,91,Shotgun,False,Scramble,,0,2-Man,Man,3,1,120,4.5,6.841772151898734,-0.2717327075928853
3,2,1,DAL,DET,42,Singleback,False,Other,False,-1,Cover-3,Zone,2,2,373,5.458762886597938,6.763819095477387,-0.1434806610228769
1,2,4,NE,GB,64,Singleback,True,Traditional,,27,Cover-3,Zone,3,1,710,6.613207547169812,5.21025641025641,0.1577537491270515
4,3,13,NYJ,PIT,55,Empty,False,Scramble,False,6,Cover-1,Man,3,2,634,5.0245098039215685,6.1976744186046515,-0.13645005619709757
2,2,18,MIN,MIA,44,Shotgun,False,Traditional,,14,2-Man,Man,3,1,65,5.130653266331659,5.693693693693693,-0.06695661120182972
4,2,10,NO,CAR,74,Shotgun,False,Traditional,,0,Cover-3,Zone,3,1,685,5.702928870292887,5.380090497737557,0.03780089822226844
4,2,9,CAR,LA,76,Shotgun,False,Traditional,,49,Cover-3,Zone,2,2,233,5.038888888888889,5.436781609195402,-0.04831002248528073
2,2,5,CHI,DAL,91,Empty,False,Run,False,1,Cover-3 Seam,Zone,3,2,15,5.195767195767195,4.182352941176471,0.13199075386491918
3,2,9,TEN,HOU,46,Shotgun,False,Other,False,21,Cover-3,Zone,3,1,706,5.133333333333334,6.112820512820512,-0.11371139952924336
1,2,8,TB,LA,84,Shotgun,False,Traditional,,2,Quarters,Zone,2,1,626,4.751111111111111,5.685714285714286,-0.1138434098879449
4,2,4,LAC,JAX,58,Shotgun,False,Traditional,,6,Cover 6-Left,Blitz,2,2,189,6.178571428571429,5.15,0.11885361996731067
3,2,8,BUF,NYJ,64,Singleback,False,Other,False,2,Cover-3,Zone,2,1,6,6.526946107784431,4.700934579439252,0.21278247069560097
3,1,10,ARI,LV,35,Shotgun,True,Traditional,,6,Cover-3,Zone,2,2,98,4.777777777777778,6.268571428571429,-0.17535855467884093
2,2,20,DAL,DET,25,Shotgun,False,Traditional,,0,Cover-2,Zone,3,1,420,5.425641025641026,6.725,-0.14342029831585923
2,2,14,CAR,ATL,46,Shotgun,False,Traditional,,19,Cover-2,Zone,2,2,428,5.281767955801105,7.185022026431718,-0.20686170034655582
3,2,10,BAL,NYG,35,Shotgun,True,Run,False,25,Cover-1,Man,2,2,116,5.5893719806763285,4.9171597633136095,0.08149307727343487
2,1,10,CIN,BAL,79,Shotgun,False,Other,False,9,Quarters,Zone,3,1,378,6.0807174887892375,5.695238095238095,0.043377667879038455
3,3,11,CHI,NYG,72,Shotgun,False,Scramble,,0,Cover-3,Zone,3,1,278,5.173684210526316,5.035294117647059,0.017076143693526086
2,3,12,BAL,CIN,75,Shotgun,False,Traditional,,8,Cover-1,Man,2,2,127,5.6826923076923075,4.852534562211981,0.10049527607528146
4,1,10,HOU,DEN,85,Shotgun,False,Traditional,,20,Cover 6-Left,Blitz,3,1,216,4.470967741935484,5.010989010989011,-0.06978966623224728
2,1,10,BUF,TEN,28,I-Form,True,Traditional,,28,Cover-2,Zone,2,1,594,6.5,5.204819277108434,0.14657006702072653
1,3,2,LV,DEN,32,Singleback,False,Other,False,9,Cover-3,Zone,3,1,724,6.273224043715847,5.092896174863388,0.13614441951083744
1,2,6,MIN,CHI,72,I-Form,True,Traditional,,14,Cover-3,Zone,2,1,787,5.175,5.676056338028169,-0.05948635558005317
1,1,10,DET,SEA,84,Singleback,False,Other,False,5,Quarters,Zone,2,2,496,5.371584699453552,4.616822429906542,0.09448389500687217
1,3,6,NO,LV,90,Shotgun,False,Traditional,,11,Cover-2,Zone,3,1,420,5.679166666666666,6.267045454545454,-0.06553907504553103
4,2,6,KC,TEN,50,Shotgun,False,Traditional,,5,Quarters,Zone,2,2,73,6.314432989690721,5.341317365269461,0.11034394511610666
1,1,10,JAX,LAC,39,Pistol,False,Traditional,,5,Cover-3,Zone,2,1,160,6.280898876404494,6.79874213836478,-0.05429560903308888
1,1,10,CIN,PIT,88,Empty,False,Traditional,,-5,Cover-3,Zone,3,2,811,6.09375,6.196531791907514,-0.011239067010258251
4,1,10,LV,KC,17,Shotgun,False,Other,False,8,Cover-2,Zone,2,2,149,6.288043478260869,5.170984455958549,0.12813849801051388
3,3,4,PHI,DET,53,Empty,False,Scramble,False,20,Cover-3,Zone,3,2,165,5.8742857142857146,6.653465346534653,-0.08415908674065467
1,1,10,WAS,IND,43,Singleback,False,Other,False,2,Cover-3,Zone,2,2,777,4.522821576763485,4.935960591133005,-0.05346311303068075
