down,yardsToGo,absoluteYardlineNumber,quarter,offenseFormation,playAction,dropbackType,qbSneak,rushLocationType,pff_runConceptPrimary,pff_runPassOption,pff_passCoverage,pff_manZone,yardsGained,secondsRemainingInQuarter,leftReceivers,rightReceivers
1,10,56,2,I_FORM,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,4,444,2,1
1,10,25,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,POWER,1,Quarters,Zone,0,827,3,1
2,7,52,4,SINGLEBACK,0,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,2,339,3,1
3,7,47,1,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-6 Right,Zone,0,516,3,2
2,3,77,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,0,239,3,1
1,10,40,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,9,237,3,1
3,9,63,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,692,3,1
1,10,79,1,SINGLEBACK,1,SCRAMBLE,0,OUTSIDE_LEFT,POWER,0,Cover-1,Man,21,315,3,1
3,23,68,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,-13,647,3,2
2,10,36,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,553,3,2
2,15,83,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,5,534,3,1
2,5,29,4,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,6,773,2,2
1,10,53,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,437,3,1
2,6,72,3,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-3,Zone,0,856,3,1
1,10,75,3,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,COUNTER,0,Quarters,Zone,16,900,2,1
3,15,33,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,665,3,1
4,2,50,2,PISTOL,0,,0,INSIDE_LEFT,MAN,0,Cover-2,Zone,0,857,2,1
1,10,60,1,SINGLEBACK,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,3,323,2,2
1,4,96,4,PISTOL,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-0,Man,2,493,2,1
2,4,96,2,SHOTGUN,0,,0,OUTSIDE_RIGHT,MAN,0,Red Zone,Other,0,516,3,1
2,21,76,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,1,58,3,1
1,10,6,5,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,1,20,3,1
1,10,38,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,11,577,2,2
2,5,94,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-1,Man,6,658,2,2
1,10,17,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,310,2,2
2,4,69,1,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,0,868,3,1
1,10,65,2,PISTOL,1,TRADITIONAL,0,NONE,DRAW,0,Cover-3,Zone,5,651,3,1
2,7,38,1,SHOTGUN,0,UNKNOWN,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,2,559,3,1
1,10,73,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,1,858,3,1
1,2,98,4,SINGLEBACK,0,,0,INSIDE_LEFT,MAN,0,Goal Line,Other,2,107,3,1
1,10,60,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,64,2,2
2,5,37,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,111,2,2
2,7,7,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,51,3,1
3,3,28,3,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,1,Cover-1,Man,1,596,2,1
2,10,44,2,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover 6-Left,Zone,16,100,3,1
2,3,14,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,380,2,2
3,4,58,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-6,447,3,1
3,1,44,3,SINGLEBACK,0,QB_SNEAK,1,INSIDE_RIGHT,SNEAK,0,Cover-3,Zone,2,522,2,1
1,10,47,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,10,784,4,1
2,8,57,4,I_FORM,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-1,Man,4,113,2,1
1,10,76,2,SHOTGUN,0,,0,INSIDE_LEFT,OUTSIDE ZONE,1,Quarters,Zone,-1,612,3,1
3,3,40,4,JUMBO,0,,0,INSIDE_LEFT,POWER,0,Cover-0,Man,1,262,2,1
1,10,85,4,PISTOL,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,4,540,2,2
1,10,79,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,23,592,3,2
2,10,27,1,PISTOL,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-3,Zone,3,136,2,1
1,10,68,2,PISTOL,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-2,Zone,0,528,3,1
1,10,53,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,4,750,3,2
2,3,80,4,SINGLEBACK,0,,0,INSIDE_RIGHT,MAN,0,Quarters,Zone,10,500,2,2
2,7,49,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,0,120,2,2
2,1,79,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,53,3,1
1,10,75,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,3,576,3,1
2,7,79,2,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,16,592,2,1
2,5,88,4,PISTOL,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,NONE,0,Cover-3,Zone,6,730,3,1
1,10,74,4,SHOTGUN,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-1,Man,5,70,3,1
2,8,73,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,11,387,2,2
1,10,27,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,13,59,3,1
2,4,74,3,SINGLEBACK,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-2,Zone,7,694,2,2
3,11,89,2,SHOTGUN,0,SCRAMBLE,0,INSIDE_LEFT,NONE,0,Red Zone,Other,6,75,3,1
3,5,68,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,436,2,2
1,10,64,4,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Quarters,Zone,6,573,2,2
1,10,23,3,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,17,104,2,2
2,7,68,3,PISTOL,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,0,425,3,1
2,10,25,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,11,236,2,2
1,10,48,4,SINGLEBACK,0,,0,INSIDE_RIGHT,COUNTER,0,Quarters,Zone,4,144,2,2
2,4,62,3,I_FORM,0,,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Quarters,Zone,1,23,2,0
1,10,59,3,I_FORM,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-1,Man,37,80,1,1
2,6,49,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,23,411,2,2
2,7,51,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,-2,175,3,2
3,2,69,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-8,567,3,1
2,10,63,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,7,146,3,1
1,10,81,1,SINGLEBACK,1,TRADITIONAL,0,NONE,POWER,0,Quarters,Zone,16,425,3,1
1,10,24,2,SHOTGUN,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,560,3,1
3,13,30,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,12,566,2,2
1,10,41,4,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,7,511,2,1
3,20,75,2,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-2,Zone,1,50,3,1
1,5,55,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,21,3,1
2,1,1,2,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-0,Man,1,36,2,2
2,10,32,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,9,40,3,1
3,4,31,1,EMPTY,0,SCRAMBLE,0,INSIDE_RIGHT,NONE,0,Cover-1,Man,7,197,3,2
2,6,68,3,SHOTGUN,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,8,721,3,1
3,11,1,4,SINGLEBACK,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-1,Man,0,100,3,1
1,10,67,4,SHOTGUN,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,2,518,2,2
1,10,48,1,SHOTGUN,0,,0,INSIDE_RIGHT,POWER,1,Cover-3,Zone,2,90,2,2
3,6,44,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,32,661,2,2
1,10,17,1,PISTOL,0,,0,INSIDE_LEFT,POWER,0,Cover-3,Zone,4,895,2,2
2,2,98,2,JUMBO,1,SCRAMBLE_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Goal Line,Other,2,695,2,1
1,10,29,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,546,2,2
2,7,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,0,415,3,1
3,3,29,3,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-2,Zone,1,793,3,1
2,4,34,4,SHOTGUN,0,,0,INSIDE_LEFT,POWER,0,Cover-3,Zone,6,279,3,1
2,10,40,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,10,750,2,2
2,1,56,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,9,88,2,2
1,10,98,3,I_FORM,0,,0,INSIDE_LEFT,MAN,0,Cover-3,Zone,0,631,2,1
3,4,58,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,45,3,2
1,10,39,4,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-2,Zone,2,814,3,1
2,8,48,1,SHOTGUN,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,NONE,0,Cover-1,Man,6,727,3,1
1,10,24,1,I_FORM,1,TRADITIONAL,0,NONE,POWER,0,Cover-2,Zone,19,128,2,1
1,10,38,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,475,3,2
3,22,64,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-6,64,3,2
2,2,14,2,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-0,Man,-1,691,2,2
1,10,58,3,PISTOL,1,,0,OUTSIDE_LEFT,MAN,0,Cover-1,Man,8,569,2,2
4,1,99,2,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,0,Cover-0,Man,0,685,3,1
3,8,92,1,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Red Zone,Other,0,93,3,1
2,8,52,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,31,342,3,1
3,8,72,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,0,137,3,1
2,6,94,4,EMPTY,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,0,789,3,2
2,1,86,2,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,3,43,2,2
3,3,5,4,SHOTGUN,0,,0,INSIDE_LEFT,POWER,1,Cover-1,Man,5,535,2,1
1,10,48,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-6 Right,Zone,7,623,2,2
1,10,73,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,4,675,3,2
2,7,22,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,30,35,2,2
2,7,72,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,5,316,2,2
2,11,65,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-6 Right,Zone,2,256,3,1
2,8,59,1,SINGLEBACK,0,,0,OUTSIDE_LEFT,MAN,1,Cover-1,Man,2,320,2,2
1,10,36,4,I_FORM,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-3,Zone,2,644,1,1
1,10,57,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,7,251,3,1
2,3,87,4,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_RIGHT,INSIDE ZONE,1,Cover-1,Man,2,179,2,2
2,7,70,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,30,281,3,1
1,10,75,1,I_FORM,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-3,Zone,12,779,2,1
2,10,37,2,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-6 Right,Zone,8,309,2,2
2,8,55,4,PISTOL,1,SCRAMBLE,0,INSIDE_RIGHT,MAN,0,Cover-0,Man,-1,140,2,2
1,10,64,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,14,816,2,1
2,2,82,1,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,7,779,3,1
2,7,24,1,SHOTGUN,1,TRADITIONAL,0,NONE,POWER,0,Cover-1,Man,2,491,2,2
2,8,73,4,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-6 Right,Zone,0,287,2,1
2,6,29,3,SHOTGUN,0,SCRAMBLE,0,INSIDE_RIGHT,NONE,0,Cover 6-Left,Zone,9,205,3,1
1,10,15,1,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,5,438,2,2
1,10,53,2,PISTOL,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,2,555,2,2
2,3,19,1,SINGLEBACK,0,,0,INSIDE_LEFT,COUNTER,0,Cover-3,Zone,4,782,2,2
2,6,12,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,3,120,2,2
2,7,40,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-2,Zone,16,748,3,1
2,7,40,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,0,159,3,1
2,1,49,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,6,757,2,2
2,3,18,2,SHOTGUN,0,,0,INSIDE_LEFT,MAN,0,Cover-3 Seam,Zone,5,359,3,1
1,10,20,3,SINGLEBACK,0,DESIGNED_ROLLOUT_RIGHT,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,0,830,2,2
2,9,71,4,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Quarters,Zone,-4,307,3,1
3,5,32,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,9,727,3,2
2,2,35,2,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,14,882,2,2
3,10,37,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,95,3,2
3,4,56,2,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,34,3,2
1,10,47,2,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,9,845,2,2
2,14,62,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,10,702,3,1
1,10,28,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover 6-Left,Zone,10,544,2,2
3,5,42,2,SHOTGUN,0,,0,INSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,3,247,3,1
1,10,44,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,484,3,2
2,7,72,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,451,3,1
1,6,94,4,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Red Zone,Other,0,155,2,2
2,10,52,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,-2,695,3,1
1,9,9,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,0,445,3,2
1,6,6,3,SINGLEBACK,1,TRADITIONAL,0,NONE,MAN,0,Red Zone,Other,0,155,3,1
3,10,69,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,15,377,3,1
1,10,44,3,I_FORM,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,2,399,2,1
1,20,90,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,0,61,3,1
1,20,35,3,PISTOL,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,23,793,3,1
1,10,73,2,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,4,65,2,2
3,2,98,4,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-1,Man,2,738,3,1
4,10,83,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,42,3,2
2,10,31,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,9,298,2,2
3,5,15,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,15,783,3,1
3,7,83,2,EMPTY,0,SCRAMBLE,0,OUTSIDE_LEFT,NONE,0,Quarters,Zone,7,261,3,2
2,19,20,1,SHOTGUN,1,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-2,Zone,20,859,3,1
1,10,72,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,19,12,3,1
2,5,70,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,377,3,2
1,10,81,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,895,2,2
1,10,67,2,I_FORM,1,DESIGNED_ROLLOUT_RIGHT,0,NONE,COUNTER,0,Cover 6-Left,Zone,22,551,2,1
3,6,60,3,SHOTGUN,0,,0,OUTSIDE_LEFT,INSIDE ZONE,0,Cover-1,Man,10,85,2,2
1,10,73,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,8,202,2,1
2,5,5,2,SHOTGUN,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Cover-0,Man,3,870,3,1
1,10,80,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3 Seam,Zone,1,405,3,1
2,10,25,4,SINGLEBACK,0,,0,INSIDE_RIGHT,PULL LEAD,0,Cover-2,Zone,7,782,2,2
1,10,58,3,SHOTGUN,0,DESIGNED_RUN,0,INSIDE_RIGHT,POWER,0,Cover-2,Zone,9,790,2,2
2,6,44,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,11,205,3,1
2,20,50,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,17,38,3,1
2,8,15,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,12,658,2,2
3,3,56,4,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-1,Man,2,280,2,2
2,10,24,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,17,2,2
1,10,60,3,SHOTGUN,0,DESIGNED_RUN,0,OUTSIDE_RIGHT,PULL LEAD,0,Cover-2,Zone,4,368,3,1
2,3,32,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,4,641,3,2
1,10,79,4,SHOTGUN,1,DESIGNED_RUN,0,INSIDE_RIGHT,INSIDE ZONE,1,Cover-1,Man,4,236,2,2
1,10,73,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,6,808,2,2
1,10,22,3,I_FORM,0,,0,OUTSIDE_LEFT,TRICK,0,Cover-3,Zone,9,442,2,1
1,10,51,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Prevent,Other,0,8,2,2
1,10,25,2,SHOTGUN,0,UNKNOWN,0,INSIDE_LEFT,DRAW,1,Cover-3,Zone,2,180,2,1
1,10,25,2,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,22,865,2,2
1,10,12,3,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,1,269,2,1
2,6,32,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,9,900,2,2
3,9,93,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,0,398,3,1
1,10,44,4,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,21,795,3,1
1,10,75,4,PISTOL,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Quarters,Zone,0,672,2,2
2,4,69,3,SINGLEBACK,0,,0,INSIDE_LEFT,PULL LEAD,0,Cover-2,Zone,7,544,3,1
1,3,97,4,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-0,Man,3,608,3,1
1,10,37,2,SHOTGUN,1,DESIGNED_RUN,0,OUTSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,3,487,3,1
1,10,17,3,I_FORM,0,,0,OUTSIDE_RIGHT,OUTSIDE ZONE,0,Cover-3,Zone,0,805,2,1
1,10,54,1,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,1,Cover-3,Zone,3,276,3,1
1,10,25,3,SINGLEBACK,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,8,609,2,2
2,12,23,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,867,3,2
2,1,90,2,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Quarters,Zone,3,549,3,1
1,10,60,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,5,547,3,1
2,7,27,1,SHOTGUN,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-2,Zone,0,671,2,2
3,10,54,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,13,448,2,2
2,10,31,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3 Seam,Zone,-7,45,3,2
4,3,59,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,9,509,2,2
1,10,53,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-2,Zone,35,717,3,1
1,10,75,2,SINGLEBACK,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,3,492,2,2
2,15,35,4,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,2-Man,Man,0,60,2,2
3,7,39,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,3,379,3,1
3,4,87,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover-0,Man,-5,558,2,2
4,1,6,4,SHOTGUN,0,TRADITIONAL,0,NONE,INSIDE ZONE,1,Cover-0,Man,0,65,2,2
3,3,92,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,8,651,3,1
1,10,75,1,SINGLEBACK,0,,0,OUTSIDE_RIGHT,MAN,0,Cover-3,Zone,0,900,3,1
2,16,30,2,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Cover-3,Zone,-1,332,2,2
2,4,52,1,PISTOL,0,,0,INSIDE_LEFT,OUTSIDE ZONE,0,Cover-3,Zone,2,14,2,2
2,14,17,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,7,278,3,1
2,2,15,3,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,0,604,2,2
2,8,69,3,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,0,307,3,2
3,1,91,4,SHOTGUN,1,DESIGNED_RUN,0,INSIDE_RIGHT,COUNTER,0,Cover-1,Man,9,187,2,2
1,10,64,2,SHOTGUN,0,,0,INSIDE_RIGHT,TRAP,0,Cover-3,Zone,9,258,3,1
2,6,58,1,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,11,860,3,2
1,10,48,4,SINGLEBACK,1,TRADITIONAL,0,NONE,INSIDE ZONE,0,Cover-3,Zone,0,470,3,1
2,7,82,1,SINGLEBACK,0,,0,INSIDE_RIGHT,OUTSIDE ZONE,0,Cover-6 Right,Zone,1,238,3,1
1,10,69,1,SINGLEBACK,1,TRADITIONAL,0,NONE,NONE,0,Cover-1,Man,16,741,2,2
1,10,37,3,SINGLEBACK,0,,0,INSIDE_RIGHT,INSIDE ZONE,0,Cover-3,Zone,4,744,2,2
2,8,41,4,EMPTY,0,TRADITIONAL,0,NONE,NONE,0,Cover-3,Zone,0,776,3,2
1,10,49,3,SINGLEBACK,0,,0,OUTSIDE_LEFT,OUTSIDE ZONE,0,Quarters,Zone,1,64,3,1
3,7,72,1,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Cover 6-Left,Zone,10,483,3,1
1,10,57,1,SHOTGUN,1,TRADITIONAL,0,NONE,OUTSIDE ZONE,0,Cover-3,Zone,4,253,2,2
3,7,8,3,SHOTGUN,0,SCRAMBLE,0,NONE,NONE,0,Bracket,Other,0,662,3,1
1,7,7,3,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Red Zone,Other,7,250,2,2
1,10,64,2,SHOTGUN,0,TRADITIONAL,0,NONE,NONE,0,Quarters,Zone,-4,58,2,2
